manufacturer,model,serial number,manufactured_date,device_type,manufactured_date_source,manufactured_date_confidence,manufactured_date_precision,manufactured_date_explanation,device_type_source,device_type_confidence,device_type_explanation
ZOLL Medical,RSERIES,AF23G169292,2023-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF23G169321,2023-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF23G169315,2023-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF23G169217,2023-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,SE1200EXPRESS,460016-M23801490029,2023-08-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M23801490029 as year=23 and month_code=8.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,SE1200EXPRESS,460016-M23801490022,2023-08-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M23801490022 as year=23 and month_code=8.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,SE1200EXPRESS,460016-M23801490034,2023-08-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M23801490034 as year=23 and month_code=8.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,SE1200EXPRESS,460016-M23801490035,2023-08-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M23801490035 as year=23 and month_code=8.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,F9EXPRESS,560039-M23909480002,2023-09-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M23909480002 as year=23 and month_code=9.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,iT20,M23910480001,2023-09-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M23910480001 as year=23 and month_code=9.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
ZOLL Medical,AEDPLUS,X23L761535,2023-12-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=X, year=23, month=L.",openai_generated_model_type_map,high,ZOLL AED Plus is an automated external defibrillator.
ZOLL Medical,RSERIES,AF23L173769,2023-12-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=L.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF23L173935,2023-12-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=23, month=L.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,iT20,M2415750004,2024-01-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M2415750004 as year=24 and month_code=1.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Welch Allyn,SURETEMPPLUS,24519376,2024-01-01,Thermometer,welch_suretemp_yearweek_parser,high,year,Decoded Welch Allyn SureTemp Plus serial in documented YYWWXXXX format using year=24 and week=51.,openai_generated_model_type_map,high,Welch Allyn SureTemp Plus is a thermometer.
ZOLL Medical,RSERIES,AF24A174904,2024-01-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=A.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24A174867,2024-01-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=A.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
LINET,ELEGANZA 4,20240217185,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240217163,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240217171,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240217177,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240219124,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240211343,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240211435,2024-02-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202402.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
LINET,ELEGANZA 4,20240315321,2024-03-01,Hospital Bed,linet_serial_parser,high,month,Decoded LINET serial from leading year-month token 202403.,openai_generated_model_type_map,high,Linet Eleganza 4 is a hospital bed line.
ZOLL Medical,RSERIES,AF24C175990,2024-03-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=C.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24C175991,2024-03-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=C.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,iT20,M24402010037,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24402010037 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24402010035,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24402010035 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24402010034,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24402010034 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380006,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380006 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380010,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380010 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380009,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380009 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380008,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380008 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380007,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380007 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380001,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380001 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380003,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380003 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380004,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380004 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380002,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380002 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24408380005,2024-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24408380005 as year=24 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
ZOLL Medical,RSERIES,AF24E178300,2024-05-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=E.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,SE1200EXPRESS,460016-M246096330015,2024-06-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M246096330015 as year=24 and month_code=6.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
ZOLL Medical,RSERIES,AF24F178630,2024-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=F.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24F178395,2024-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=F.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406189EN,2024-06-18,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240618.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406183EN,2024-06-18,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240618.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406187EN,2024-06-18,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240618.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406188EN,2024-06-18,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240618.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406190EN,2024-06-19,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240619.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406209EN,2024-06-20,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240620.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406237EN,2024-06-23,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240623.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406249EN,2024-06-24,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240624.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406252EN,2024-06-25,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240625.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406267EN,2024-06-26,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240626.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406266EN,2024-06-26,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240626.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU20240630EN,2024-06-30,Patient Warming Unit,jiangmen_serial_parser,high,day,Decoded Jiangmen serial prefix WU20240630.,openai_generated_model_type_map,high,Jiangmen Dacheng IOB-507 is a patient warming unit.
Edan Instruments,IM3,262654-M24705640065,2024-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M24705640065 as year=24 and month_code=7.,openai_generated_model_type_map,high,Edan iM3 is a bedside patient monitor.
ZOLL Medical,RSERIES,AF24G179402,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179173,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G178993,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179155,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179510,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179180,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179153,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179186,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179403,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24G179158,2024-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF24H179829,2024-08-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=H.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,IM3,262654-M24903790011,2024-09-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M24903790011 as year=24 and month_code=9.,openai_generated_model_type_map,high,Edan iM3 is a bedside patient monitor.
Edan Instruments,IM3,262654-M24903790001,2024-09-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M24903790001 as year=24 and month_code=9.,openai_generated_model_type_map,high,Edan iM3 is a bedside patient monitor.
ZOLL Medical,RSERIES,AF24I180367,2024-09-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=24, month=I.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
Edan Instruments,SE1200EXPRESS,M24A2930014,2024-10-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A2930014 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,SE1200EXPRESS,M24A02930002,2024-10-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A02930002 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,SE1200EXPRESS,M24A02930001,2024-10-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A02930001 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,iT20,M24A15750012,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750012 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750016,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750016 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750002,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750002 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750003,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750003 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750001,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750001 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750018,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750018 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750019,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750019 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750011,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750011 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750010,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750010 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M24A15750009,2024-10-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M24A15750009 as year=24 and month_code=A.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
LAB CORP.,642E,241013LB348,2024-10-13,Other,labcorp_serial_parser,high,day,Decoded leading YYMMDD token 241013.,openai_generated_model_type_map,low,"Labcorp 642E remains ambiguous after review, so it is retained as Other rather than assigned to a more specific device family without evidence."
LAB CORP.,642E,241013LB328,2024-10-13,Other,labcorp_serial_parser,high,day,Decoded leading YYMMDD token 241013.,openai_generated_model_type_map,low,"Labcorp 642E remains ambiguous after review, so it is retained as Other rather than assigned to a more specific device family without evidence."
ZOLL Medical,X Series,AR25C090387,2025-03-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AR, year=25, month=C.",openai_generated_model_type_map,high,ZOLL X Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF25G186555,2025-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=25, month=G.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,AEDPLUS,X25I944351,2025-09-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=X, year=25, month=I.",openai_generated_model_type_map,high,ZOLL AED Plus is an automated external defibrillator.
ZOLL Medical,AEDPLUS,X25I944935,2025-09-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=X, year=25, month=I.",openai_generated_model_type_map,high,ZOLL AED Plus is an automated external defibrillator.
ZOLL Medical,RSERIES,AF25J188748,2025-10-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=25, month=J.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,RSERIES,AF25L189983,2025-12-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=25, month=L.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
American Diagnostic,CE 1434,22192114,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,22192189,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241870143,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241870093,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241843867,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241843922,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241843881,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
American Diagnostic,CE 1434,C241843806,,Blood Pressure Monitor,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,low,"American Diagnostic focuses on vital-sign equipment, but CE 1434 looks more like a regulatory mark than a product family, so this remains a low-confidence blood pressure monitor classification."
BIOSONIC,UC95,130402317,,Ultrasonic Cleaner,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,BioSonic UC95 is an ultrasonic cleaner model used for instrument cleaning.
BIOSONIC,UC95D15,131100008,,Ultrasonic Cleaner,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,BioSonic UC95D15 is a variant of the UC95 ultrasonic cleaner family.
BIOSONIC,UC95D15,131100002,,Ultrasonic Cleaner,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,BioSonic UC95D15 is a variant of the UC95 ultrasonic cleaner family.
Cogentix Medical,CST-4000,CS1704F,,Cystoscope,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Cogentix Medical CST-4000 belongs to a cystoscopy/endoscopy product family.
Cogentix Medical,CST-4000,CS1705F,,Cystoscope,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Cogentix Medical CST-4000 belongs to a cystoscopy/endoscopy product family.
Cogentix Medical,CST-5000,CS0709N,,Cystoscope,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Cogentix Medical CST-5000 belongs to a cystoscopy/endoscopy product family.
Cogentix Medical,CST-5000,CS0715N,,Cystoscope,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Cogentix Medical CST-5000 belongs to a cystoscopy/endoscopy product family.
Covidien,RAPIDVAC,VL012301X,,Smoke Evacuation System,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Covidien RapidVac is a surgical smoke evacuation product.
Covidien,RAPIDVAC,VL012165X,,Smoke Evacuation System,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Covidien RapidVac is a surgical smoke evacuation product.
Covidien,RAPIDVAC,VL012164X,,Smoke Evacuation System,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Covidien RapidVac is a surgical smoke evacuation product.
Edan Instruments,SE1200EXPRESS,460016-K24700210010,,ECG Machine,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Exergen,TAT5000,A1539272,,Thermometer,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Exergen TAT5000 is a temporal artery thermometer.
Exergen,TAT5000,A1539493,,Thermometer,manufactured_date_unresolved,low,,No validated manufactured-date parser matched this record.,openai_generated_model_type_map,high,Exergen TAT5000 is a temporal artery thermometer.
